insee_code,name,postal_code,lat,lon,population
76077,Bénesville,76560,49.753600,0.827700,158
62107,Bénifontaine,62410,50.478000,2.828500,330
57061,Béning-lès-Saint-Avold,57800,49.134300,6.836800,1095
26048,Bénivay-Ollon,26170,44.310700,5.190800,69
29006,Bénodet,29950,47.876200,-4.074300,3849
01037,Bénonces,01470,45.842000,5.483400,311
14060,Bénouville,14970,49.242300,-0.289600,1987
76079,Bénouville,76790,49.719700,0.245200,168
01038,Bény,01370,46.318900,5.278900,777
14062,Bény-sur-Mer,14440,49.287900,-0.434800,467
64109,Bénéjacq,64800,43.197700,-0.194900,2013
23021,Bénévent-l'Abbaye,23210,46.120900,1.635100,769
89037,Béon,89410,47.946800,3.316100,519
64110,Béost,64440,42.971400,-0.350400,231
31065,Bérat,31370,43.377100,1.174200,3087
32044,Béraut,32100,43.922100,0.410600,299
59066,Bérelles,59740,50.209800,4.103500,163
27055,Bérengeville-la-Campagne,27110,49.115900,1.058700,331
64112,Bérenx,64300,43.492100,-0.868600,428
57063,Bérig-Vintrange,57660,48.972900,6.694200,210
50046,Bérigny,50810,49.139500,-0.943500,442
28037,Bérou-la-Mulotière,28270,48.742000,1.074100,345
89039,Béru,89700,47.805400,3.885500,75
86024,Béruges,86190,46.549700,0.208100,1528
10042,Bérulle,10160,48.168100,3.669800,193
72034,Bérus,72610,48.374900,0.067400,435
01040,Béréziat,01340,46.369900,5.043100,475
26049,Bésayes,26300,44.968700,5.090200,1370
26050,Bésignan,26110,44.321400,5.326500,76
64117,Bésingrand,64150,43.374900,-0.568700,146
46028,Bétaille,46110,44.943900,1.742400,1058
60066,Béthancourt-en-Valois,60129,49.278900,2.876700,214
02081,Béthancourt-en-Vaux,02300,49.627400,3.137600,421
55047,Béthelainville,55100,49.169400,5.224500,160
95061,Béthemont-la-Forêt,95840,49.056200,2.248500,435
59075,Béthencourt,59540,50.142600,3.421000,689
80096,Béthencourt-sur-Mer,80130,50.077500,1.496900,882
80097,Béthencourt-sur-Somme,80190,49.792300,2.955600,124
51054,Bétheniville,51490,49.292900,4.367200,1259
51055,Bétheny,51450,49.297900,4.062300,6975
55048,Béthincourt,55270,49.247700,5.220100,50
86025,Béthines,86310,46.544700,0.964900,467
60067,Béthisy-Saint-Martin,60320,49.289500,2.808300,996
60068,Béthisy-Saint-Pierre,60320,49.305300,2.802700,3111
72036,Béthon,72610,48.365500,0.091100,323
62118,Béthonsart,62690,50.381800,2.542800,155
28038,Béthonvilliers,28330,48.230400,0.901600,132
62119,Béthune,62400,50.529900,2.643800,25224
10044,Bétignicourt,10500,48.449200,4.455700,31
32049,Bétous,32110,43.718400,0.024100,78
64118,Bétracq,64350,43.520700,-0.053600,49
23022,Bétête,23270,46.363700,2.065300,389
38042,Bévenais,38690,45.394600,5.392400,1049
28039,Béville-le-Comte,28700,48.437800,1.703200,1705
59081,Bévillers,59217,50.157800,3.388500,529
21070,Bévy,21220,47.180500,4.840600,133
09056,Bézac,09100,43.156500,1.564800,485
76093,Bézancourt,76220,49.434200,1.611300,358
06017,Bézaudun-les-Alpes,06510,43.802600,7.090800,256
26051,Bézaudun-sur-Bîne,26460,44.611100,5.177800,73
03027,Bézenet,03170,46.333200,2.846000,910
34032,Béziers,34500,43.348100,3.234200,81545
21072,Bézouotte,21310,47.384500,5.337100,209
02085,Bézu-Saint-Germain,02400,49.104500,3.408200,991
27067,Bézu-Saint-Éloi,27660,49.302800,1.684900,1626
27066,Bézu-la-Forêt,27480,49.395400,1.624100,284
02084,Bézu-le-Guéry,02310,49.010100,3.228300,248
32053,Bézues-Bajon,32140,43.387500,0.610300,188
32051,Bézéril,32130,43.533300,0.881100,105
28064,Bû,28410,48.804100,1.488800,2077
67052,Bœrsch,67530,48.466200,7.372100,2459
67053,Bœsenbiesen,67390,48.228900,7.562200,314
89048,Bœurs-en-Othe,89770,48.144200,3.704100,334
65115,Cabanac,65350,43.274200,0.223000,304
31095,Cabanac-Cazaux,31160,43.035400,0.741600,128
31096,Cabanac-Séguenville,31480,43.789800,1.020900,194
33077,Cabanac-et-Villagrains,33650,44.588900,-0.541200,2400
13018,Cabannes,13440,43.859600,4.959200,4595
12041,Cabanès,12800,44.193000,2.292200,284
81044,Cabanès,81500,43.712500,1.949000,307
33078,Cabara,33420,44.829900,-0.161200,526
17075,Cabariot,17430,45.931800,-0.849200,1481
83026,Cabasse,83340,43.427500,6.230300,2020
66028,Cabestany,66330,42.680400,2.950700,10465
64158,Cabidos,64410,43.539400,-0.463900,171
14117,Cabourg,14390,49.283700,-0.120100,3725
46040,Cabrerets,46330,44.515500,1.621600,220
34044,Cabrerolles,34480,43.536300,3.122600,343
11056,Cabrespine,11160,43.374600,2.477100,185
06026,Cabris,06530,43.660200,6.878200,1450
30057,Cabrières,30210,43.907900,4.468700,1817
34045,Cabrières,34800,43.577900,3.347300,560
84024,Cabrières-d'Aigues,84240,43.788200,5.489100,946
84025,Cabrières-d'Avignon,84220,43.903400,5.149400,1686
13019,Cabriès,13480,43.453000,5.346700,10240
94016,Cachan,94230,48.791400,2.331800,31103
40058,Cachen,40120,44.086300,-0.416300,233
80159,Cachy,80800,49.856100,2.476900,300
81046,Cadalen,81600,43.841400,1.990400,1547
09071,Cadarcet,09240,43.017000,1.501600,211
33079,Cadarsac,33750,44.863100,-0.284500,342
33080,Cadaujac,33140,44.746800,-0.531600,6909
32068,Cadeilhan,32380,43.831200,0.768200,150
65117,Cadeilhan-Trachère,65170,42.810900,0.290600,43
32069,Cadeillan,32220,43.421700,0.838500,85
25106,Cademène,25290,47.093900,6.027900,66
56028,Caden,56220,47.635300,-2.296300,1641
84026,Cadenet,84160,43.729900,5.386000,4363
84027,Caderousse,84860,44.115500,4.746000,2493
33082,Cadillac-en-Fronsadais,33240,44.961200,-0.373200,1336
33081,Cadillac-sur-Garonne,33410,44.640700,-0.307600,2670
64159,Cadillon,64330,43.523600,-0.152500,95
81047,Cadix,81340,43.973800,2.472200,220
13020,Cadolive,13950,43.394300,5.530300,2236
31098,Cadours,31480,43.725000,1.048900,1142
46041,Cadrieu,46160,44.501300,1.874500,174
65116,Cadéac,65240,42.893900,0.334000,309
14118,Caen,14000,49.184600,-0.372200,109400
62191,Caffiers,62132,50.845300,1.811700,734
81048,Cagnac-les-Mines,81130,43.981000,2.117700,2621
2B046,Cagnano,20228,42.872500,9.443100,148
06027,Cagnes-sur-Mer,06800,43.671200,7.150200,53354
62192,Cagnicourt,62182,50.208700,2.997500,421
59121,Cagnoncles,59161,50.183700,3.317700,663
40059,Cagnotte,40300,43.605500,-1.075700,784
14119,Cagny,14630,49.153200,-0.262200,2066
80160,Cagny,80330,49.850400,2.338600,1191
14120,Cahagnes,14240,49.061500,-0.760900,1405
14121,Cahagnolles,14490,49.163400,-0.775700,252
61069,Cahan,61430,48.857700,-0.447500,161
65118,Caharet,65190,43.145400,0.311600,30
80161,Cahon,80132,50.121700,1.728200,222
46042,Cahors,46000,44.456500,1.439000,20050
46043,Cahus,46130,44.961900,1.912800,185
11057,Cahuzac,11420,43.190900,1.854800,33
47044,Cahuzac,47330,44.661500,0.560800,308
81049,Cahuzac,81540,43.476500,2.079700,356
32070,Cahuzac-sur-Adour,32400,43.638500,-0.025600,204
81051,Cahuzac-sur-Vère,81140,43.991600,1.905900,1239
31099,Caignac,31560,43.318200,1.707000,405
11058,Cailhau,11240,43.144800,2.132500,247
11059,Cailhavel,11240,43.166900,2.123400,154
11060,Cailla,11140,42.809000,2.200800,49
46044,Caillac,46140,44.491100,1.347100,581
32071,Caillavet,32190,43.707100,0.343500,162
06028,Caille,06750,43.768600,6.754400,441
76151,Cailleville,76460,49.836800,0.735800,244
27123,Caillouet-Orgeville,27120,49.005200,1.315200,490
69033,Cailloux-sur-Fontaines,69270,45.859200,4.881700,2989
02139,Caillouël-Crépigny,02300,49.617400,3.122600,459
76152,Cailly,76690,49.586900,1.229900,731
27124,Cailly-sur-Eure,27490,49.119500,1.219500,228
84028,Cairanne,84290,44.227700,4.933900,1129
14123,Cairon,14610,49.231700,-0.439400,2066
60118,Caisnes,60400,49.519800,3.067100,518
30060,Caissargues,30132,43.792400,4.391900,4079
80162,Caix,80170,49.811200,2.646700,704
66029,Caixas,66300,42.603100,2.663300,134
65119,Caixon,65500,43.410700,0.018600,340
46045,Cajarc,46160,44.491900,1.838000,1136
2B047,Calacuccia,20224,42.324200,9.034500,272
62193,Calais,62100,50.952300,1.869000,67571
46046,Calamane,46150,44.519900,1.409200,471
56029,Calan,56240,47.877900,-3.307600,1277
22024,Calanhel,22160,48.437700,-3.467900,245
65120,Calavanté,65190,43.204100,0.166100,329
2A048,Calcatoggio,20111,42.030500,8.730700,516
66030,Calce,66600,42.747700,2.754500,226
2B049,Calenzana,20214,42.473600,8.786400,2684
47045,Calignac,47600,44.139500,0.418400,495
61070,Caligny,61100,48.802500,-0.601300,845
22025,Callac,22160,48.419200,-3.413800,2312
83028,Callas,83830,43.568700,6.573500,2124
40060,Callen,40430,44.274300,-0.468800,153
76122,Callengeville,76270,49.828300,1.521400,499
27125,Calleville,27800,49.187700,0.757700,665
76153,Calleville-les-Deux-Églises,76890,49.702600,1.020000,328
32072,Callian,32190,43.631100,0.264100,55
83029,Callian,83440,43.606900,6.760100,3823
66032,Calmeilles,66400,42.550700,2.673500,60
12042,Calmels-et-le-Viala,12400,43.957700,2.758300,182
12043,Calmont,12450,44.264300,2.525600,2192
31100,Calmont,31560,43.283200,1.625100,2494
70111,Calmoutier,70240,47.646600,6.292200,263
42031,Caloire,42240,45.413900,4.234700,330
47046,Calonges,47430,44.374600,0.225500,581
62194,Calonne-Ricouart,62470,50.488800,2.486100,5369
62195,Calonne-sur-la-Lys,62350,50.615700,2.605900,1595
22026,Calorguen,22100,48.406100,-2.024800,729
69034,Caluire-et-Cuire,69300,45.798600,4.849400,43597
2B050,Calvi,20260,42.549800,8.761100,5788
24074,Calviac-en-Périgord,24370,44.861200,1.323200,546
46049,Calvignac,46160,44.450900,1.786500,245
30062,Calvisson,30420,43.785300,4.189000,6486
09072,Calzan,09120,43.033300,1.739900,45
24073,Calès,24150,44.860000,0.815600,369
46047,Calès,46350,44.796800,1.549400,169
65121,Camalès,65500,43.359900,0.081100,371
09073,Camarade,09290,43.066600,1.280200,211
84029,Camaret-sur-Aigues,84850,44.155100,4.891100,4533
29022,Camaret-sur-Mer,29570,48.267200,-4.595300,2494
33083,Camarsac,33750,44.825600,-0.370300,1048
12044,Camarès,12360,43.823100,2.880700,1030
46050,Cambayrac,46140,44.430700,1.292900,136
31101,Cambernard,31470,43.464300,1.178500,499
50092,Cambernon,50200,49.085300,-1.384600,677
33084,Cambes,33880,44.740800,-0.464400,1897
46051,Cambes,46100,44.619800,1.922100,343
47047,Cambes,47350,44.599400,0.275200,170
14125,Cambes-en-Plaine,14610,49.230800,-0.384300,1830
2B051,Cambia,20244,42.367000,9.303000,61
31102,Cambiac,31460,43.491100,1.792800,236
11061,Cambieure,11240,43.126800,2.126700,327
62197,Camblain-Châtelain,62470,50.477100,2.451500,1762
62199,Camblain-l'Abbé,62690,50.375900,2.636900,683
33085,Camblanes-et-Meynac,33360,44.764300,-0.474000,3181
62198,Cambligneul,62690,50.378800,2.610800,352
64160,Cambo-les-Bains,64250,43.362200,-1.388600,6760
81052,Cambon,81990,43.911300,2.231800,2127
34046,Cambon-et-Salvergues,34330,43.624900,2.887700,52
81050,Cambon-lès-Lavaur,81470,43.591900,1.845200,362
12045,Camboulazet,12160,44.224400,2.446200,412
46052,Camboulit,46100,44.601500,1.952900,245
81054,Cambounet-sur-le-Sor,81580,43.578100,2.117100,978
81053,Cambounès,81260,43.596200,2.443000,339
59122,Cambrai,59400,50.172200,3.241300,31134
14126,Cambremer,14340,49.149100,0.054300,1294
62200,Cambrin,62149,50.510400,2.738000,1263
80163,Cambron,80132,50.109700,1.767300,740
60120,Cambronne-lès-Clermont,60290,49.324900,2.401900,1146
60119,Cambronne-lès-Ribécourt,60170,49.506900,2.903500,1831
46053,Camburat,46100,44.644400,1.994100,455
64161,Came,64520,43.482200,-1.094300,1024
02140,Camelin,02300,49.524400,3.124300,426
61071,Camembert,61120,48.892400,0.170100,168
50093,Cametours,50570,49.072000,-1.283200,434
33086,Camiac-et-Saint-Denis,33420,44.795600,-0.292000,344
62201,Camiers,62176,50.560600,1.612900,2582
33087,Camiran,33190,44.634600,-0.066400,419
12046,Camjac,12800,44.173900,2.398500,576
22028,Camlez,22450,48.782700,-3.317400,845
09074,Camon,09500,43.017700,1.960200,151
80164,Camon,80450,49.903200,2.360700,4359
56031,Camors,56330,47.829300,-3.001600,3260
64162,Camou-Cihigue,64470,43.119500,-0.926700,107
56030,Camoël,56130,47.478700,-2.399600,1183
11062,Campagna-de-Sault,11140,42.756400,2.051200,20
12047,Campagnac,12560,44.403300,3.088900,431
81056,Campagnac,81140,44.030200,1.841600,157
24075,Campagnac-lès-Quercy,24550,44.697900,1.180900,323
34047,Campagnan,34230,43.540600,3.493600,714
24076,Campagne,24260,44.899900,0.970600,416
34048,Campagne,34160,43.786800,4.033200,318
40061,Campagne,40090,43.866500,-0.643600,1061
60121,Campagne,60640,49.648700,2.959800,160
32073,Campagne-d'Armagnac,32800,43.860400,0.006800,213
62202,Campagne-lès-Boulonnais,62650,50.620200,1.997400,669
62203,Campagne-lès-Guines,62340,50.837100,1.899700,407
62204,Campagne-lès-Hesdin,62870,50.400900,1.860100,1943
62205,Campagne-lès-Wardrecques,62120,50.712700,2.333900,1301
09075,Campagne-sur-Arize,09350,43.119400,1.317600,300
11063,Campagne-sur-Aude,11260,42.913400,2.202100,618
14127,Campagnolles,14500,48.889300,-0.937000,562
65123,Campan,65710,42.948900,0.226200,1245
2B052,Campana,20229,42.389200,9.341800,22
65124,Camparan,65170,42.830600,0.356800,51
44025,Campbon,44750,47.415500,-1.988000,4058
60122,Campeaux,60220,49.614000,1.755700,483
30064,Campestre-et-Luc,30770,43.939700,3.406400,163
40062,Campet-et-Lamolère,40090,43.916300,-0.582300,506
59123,Camphin-en-Carembault,59133,50.509100,2.989900,1737
59124,Camphin-en-Pévèle,59780,50.592400,3.255800,2518
2B053,Campi,20270,42.268000,9.424000,19
62206,Campigneulles-les-Grandes,62170,50.432300,1.706900,295
62207,Campigneulles-les-Petites,62170,50.439900,1.735300,521
14130,Campigny,14490,49.245800,-0.799100,184
27126,Campigny,27500,49.316300,0.562700,1085
2B054,Campile,20290,42.494700,9.357500,181
65125,Campistrous,65300,43.143700,0.378000,314
2B055,Campitello,20252,42.527200,9.327900,107
34049,Camplong,34260,43.684200,3.105600,212
11064,Camplong-d'Aude,11200,43.130300,2.649500,389
76154,Campneuseville,76340,49.862900,1.660800,440
2A056,Campo,20142,41.890800,9.001100,102
12048,Campouriez,12140,44.681400,2.616500,322
66035,Campoussy,66730,42.697800,2.452000,42
60123,Campremy,60480,49.566400,2.329000,469
50094,Camprond,50210,49.089300,-1.339700,374
19034,Camps-Saint-Mathurin-Léobazel,19430,44.993400,1.986600,206
80165,Camps-en-Amiénois,80540,49.884500,1.964500,182
83030,Camps-la-Source,83170,43.371900,6.126100,1941
11065,Camps-sur-l'Agly,11190,42.865900,2.417900,66
33088,Camps-sur-l'Isle,33660,45.017500,-0.034200,621
82027,Campsas,82370,43.889000,1.329100,1473
24077,Campsegret,24140,44.943200,0.563100,407
12049,Campuac,12580,44.565600,2.580800,449
33089,Campugnan,33390,45.183400,-0.560700,516
65126,Campuzan,65230,43.279600,0.433600,147
56032,Campénéac,56800,47.960800,-2.279000,1991
66034,Campôme,66500,42.650600,2.382600,124
11066,Camurac,11340,42.801500,1.925200,110
66033,Camélas,66300,42.640400,2.691100,461
2B057,Canale-di-Verde,20230,42.263400,9.499700,302
82028,Canals,82170,43.860600,1.297600,798
80166,Canaples,80670,50.062200,2.233200,705
27127,Canappeville,27400,49.154600,1.095900,697
14131,Canapville,14800,49.317300,0.136800,224
61072,Canapville,61120,48.948500,0.253400,226
2B058,Canari,20217,42.839300,9.350600,305
30065,Canaules-et-Argentières,30350,43.978800,4.047300,475
2B059,Canavaggia,20235,42.498700,9.234100,123
66036,Canaveilles,66360,42.534800,2.217900,53
35049,Cancale,35260,48.689500,-1.859800,5672
14132,Canchy,14230,49.331800,-0.984300,202
80167,Canchy,80150,50.189900,1.874400,348
47048,Cancon,47290,44.547000,0.625300,1379
80168,Candas,80750,50.099200,2.282000,1035
37042,Candes-Saint-Martin,37500,47.202100,0.074600,180
34050,Candillargues,34130,43.618400,4.064100,2091
60124,Candor,60310,49.632100,2.886200,321
40063,Candresse,40180,43.710800,-0.977500,872
49054,Candé,49440,47.559600,-1.033500,2801
41029,Candé-sur-Beuvron,41120,47.506200,1.267700,1463
76155,Canehan,76260,49.978800,1.343400,378
31103,Canens,31310,43.217800,1.336700,63
40064,Canenx-et-Réaut,40090,44.002400,-0.460200,179
11067,Canet,11200,43.224800,2.829100,1873
34051,Canet,34800,43.599200,3.482100,3619
12050,Canet-de-Salars,12290,44.239200,2.737900,451
66037,Canet-en-Roussillon,66140,42.680900,3.002000,13227
62208,Canettemont,62270,50.279200,2.363000,66
37043,Cangey,37530,47.490100,1.065100,1021
46054,Caniac-du-Causse,46240,44.629900,1.654300,371
22029,Canihuel,22480,48.337000,-3.086100,350
50095,Canisy,50750,49.070600,-1.158300,1707
62209,Canlers,62310,50.486100,2.146200,168
60125,Canly,60680,49.391100,2.695600,741
60126,Cannectancourt,60310,49.548000,2.892600,515
2A060,Cannelle,20151,42.047600,8.814000,70
06029,Cannes,06150,43.545400,7.015200,74350
30066,Cannes-et-Clairan,30260,43.910100,4.087900,617
77061,Cannes-Écluse,77130,48.360800,2.988800,2742
80169,Cannessières,80140,49.936200,1.764000,59
60127,Canny-sur-Matz,60310,49.600400,2.800900,415
60128,Canny-sur-Thérain,60220,49.610000,1.714300,222
66038,Canohès,66680,42.651400,2.829400,6616
76156,Canouville,76450,49.808000,0.594500,344
48166,Cans et Cévennes,48400,44.283400,3.644300,282
59125,Cantaing-sur-Escaut,59267,50.142900,3.161300,410
65482,Cantaous,65150,43.101600,0.442000,424
06031,Cantaron,06340,43.769400,7.314700,1268
76157,Canteleu,76380,49.432300,1.017300,14402
14134,Canteloup,14370,49.135900,-0.120600,187
50096,Canteloup,50330,49.642000,-1.362500,220
49055,Cantenay-Épinard,49460,47.540000,-0.563500,2415
80170,Cantigny,80500,49.664200,2.489300,110
59126,Cantin,59169,50.308400,3.125800,1741
12051,Cantoin,12420,44.835400,2.826100,312
09076,Canté,09700,43.251400,1.524800,222
50097,Canville-la-Rocque,50580,49.347200,-1.631400,125
76158,Canville-les-Deux-Églises,76560,49.772900,0.835400,305
76159,Cany-Barville,76450,49.780000,0.631400,2909
33090,Canéjan,33610,44.757200,-0.659000,5756
27129,Caorches-Saint-Nicolas,27300,49.076400,0.545100,601
80171,Caours,80132,50.130600,1.881200,548
22030,Caouënnec-Lanvézéac,22300,48.706700,-3.368000,899
32365,Cap d'Astarac,32140,43.362700,0.667900,460
06032,Cap-d'Ail,06320,43.725600,7.400800,4482
40065,Capbreton,40130,43.631100,-1.428900,9184
46055,Capdenac,46100,44.581800,2.070600,1049
12052,Capdenac-Gare,12700,44.560400,2.066100,4440
24080,Capdrot,24540,44.680200,0.942700,458
59127,Capelle,59213,50.239600,3.556700,135
62211,Capelle-Fermont,62690,50.345700,2.618200,223
27130,Capelle-les-Grands,27270,49.049000,0.474400,434
62212,Capelle-lès-Hesdin,62140,50.345300,1.990000,474
11068,Capendu,11700,43.182100,2.555400,1453
31104,Capens,31410,43.335400,1.260700,637
34052,Capestang,34310,43.318400,3.050100,3514
33093,Capian,33550,44.717900,-0.327700,809
59128,Capinghem,59160,50.648000,2.963300,2728
33094,Caplong,33220,44.767000,0.150700,245
09077,Capoulet-et-Junac,09400,42.792500,1.574600,191
57122,Cappel,57450,49.075500,6.847200,676
59130,Cappelle-Brouck,59630,50.889900,2.224200,1169
59129,Cappelle-en-Pévèle,59242,50.502800,3.172200,2257
59131,Cappelle-la-Grande,59180,50.995300,2.371600,7839
80172,Cappy,80340,49.926100,2.763400,546
33095,Captieux,33840,44.262100,-0.298100,1429
65127,Capvern,65130,43.105000,0.328200,1298
31105,Caragoudes,31460,43.498200,1.709000,239
31106,Caraman,31460,43.532400,1.748700,2513
66039,Caramany,66720,42.738800,2.557200,129
29023,Carantec,29660,48.669300,-3.911800,3272
50098,Carantilly,50570,49.065900,-1.249900,619
46056,Carayac,46160,44.540600,1.923900,104
49056,Carbay,49420,47.730800,-1.225700,277
81058,Carbes,81570,43.635000,2.152100,247
2A061,Carbini,20170,41.677900,9.160100,117
33096,Carbon-Blanc,33560,44.901900,-0.500800,8331
31107,Carbonne,31390,43.306300,1.232100,5563
2A062,Carbuccia,20133,42.034300,8.930200,379
14135,Carcagny,14740,49.240500,-0.612100,272
09078,Carcanières,09460,42.708600,2.122000,70
33097,Carcans,33121,45.079400,-1.040400,2415
40066,Carcarès-Sainte-Croix,40400,43.856800,-0.760200,533
11069,Carcassonne,11000,43.207800,2.349100,46080
40067,Carcen-Ponson,40400,43.866800,-0.818200,628
2B063,Carcheto-Brustico,20229,42.355400,9.359300,57
83032,Carcès,83570,43.473800,6.175200,3540
46057,Cardaillac,46100,44.682800,2.015800,623
33098,Cardan,33410,44.682800,-0.322600,510
31108,Cardeilhac,31350,43.196400,0.678800,259
64165,Cardesse,64360,43.265400,-0.591800,293
30068,Cardet,30350,44.014300,4.089700,933
2A064,Cardo-Torgia,20190,41.853300,8.973500,32
80173,Cardonnette,80260,49.951600,2.358200,513
14136,Cardonville,14230,49.347200,-1.052000,90
35050,Cardroc,35190,48.284200,-1.894300,589
53047,Carelles,53120,48.391600,-0.900300,246
62213,Carency,62144,50.380900,2.695900,819
46058,Carennac,46110,44.906900,1.723800,431
50099,Carentan-les-Marais,50480,49.306100,-1.211800,10218
56033,Carentoir,56910,47.823900,-2.122700,3232
2A066,Cargiaca,20164,41.730200,9.038500,64
2A065,Cargèse,20130,42.156500,8.623400,1150
29024,Carhaix-Plouguer,29270,48.270800,-3.565400,7412
08090,Carignan,08110,49.638900,5.173900,2680
33099,Carignan-de-Bordeaux,33360,44.809300,-0.473900,4388
89062,Carisey,89360,47.922900,3.843300,377
09079,Carla-Bayle,09130,43.159500,1.378800,787
09080,Carla-de-Roquefort,09300,42.978000,1.755600,164
15028,Carlat,15130,44.877600,2.572900,393
34053,Carlencas-et-Levas,34600,43.627000,3.219100,110
60129,Carlepont,60170,49.521800,3.023800,1393
57123,Carling,57490,49.167500,6.713900,3291
11070,Carlipa,11170,43.307100,2.122200,332
46059,Carlucet,46500,44.728200,1.597500,230
81059,Carlus,81990,43.888700,2.103400,664
24081,Carlux,24370,44.886700,1.361400,671
62214,Carly,62830,50.657700,1.711600,638
81060,Carmaux,81400,44.054800,2.167200,9872
56034,Carnac,56340,47.603400,-3.066400,4194
46060,Carnac-Rouffiac,46140,44.415600,1.220900,231
30069,Carnas,30260,43.833400,3.988600,537
77062,Carnetin,77400,48.904100,2.699700,461
50101,Carneville,50330,49.657900,-1.449300,240
59133,Carnin,59112,50.519400,2.960600,1105
59132,Carnières,59217,50.163600,3.341700,983
83033,Carnoules,83660,43.292100,6.197800,4388
13119,Carnoux-en-Provence,13470,43.259000,5.565500,6873
80505,Carnoy-Mametz,80300,49.999300,2.749000,255
22031,Carnoët,22160,48.356900,-3.542400,673
56035,Caro,56140,47.865200,-2.334900,1126
64166,Caro,64220,43.148700,-1.222600,170
50102,Carolles,50740,48.750500,-1.556800,774
84030,Caromb,84330,44.110000,5.107800,3479
84031,Carpentras,84200,44.062900,5.058400,31619
2B067,Carpineto,20229,42.356100,9.379300,38
14137,Carpiquet,14650,49.187200,-0.445200,3428
44026,Carquefou,44470,47.296800,-1.468700,20921
83034,Carqueiranne,83320,43.097500,6.071400,9408
64168,Carresse-Cassaber,64270,43.484800,-1.000800,664
78123,Carrières-sous-Poissy,78955,48.946900,2.026400,20825
78124,Carrières-sur-Seine,78420,48.912800,2.181200,14791
06033,Carros,06510,43.785000,7.179800,13803
61074,Carrouges,61320,48.568800,-0.160300,623
13021,Carry-le-Rouet,13620,43.346200,5.158700,5702
64167,Carrère,64160,43.479100,-0.278400,221
80176,Carrépuis,80700,49.704600,2.819900,250
33100,Cars,33390,45.127200,-0.616000,1227
24082,Carsac-Aillac,24200,44.854400,1.279800,1586
24083,Carsac-de-Gurson,24610,44.945100,0.098200,231
30070,Carsan,30130,44.230000,4.583800,768
68062,Carspach,68130,47.622000,7.193700,2091
33101,Cartelègue,33390,45.188200,-0.573200,1334
2B068,Carticasi,20244,42.348500,9.305200,25
59134,Cartignies,59244,50.075300,3.842100,1209
80177,Cartigny,80200,49.910900,3.015400,688
14138,Cartigny-l'Épinay,14330,49.241600,-1.003300,300
24084,Carves,24170,44.783000,1.060900,98
76161,Carville-Pot-de-Fer,76560,49.719800,0.723000,108
76160,Carville-la-Folletière,76190,49.559900,0.818100,419
62215,Carvin,62220,50.490300,2.951600,17909
2B069,Casabianca,20237,42.446700,9.374800,123
2A070,Casaglione,20111,42.070000,8.758000,571
2A071,Casalabriva,20140,41.758300,8.917400,235
2B072,Casalta,20215,42.436700,9.425800,51
2B073,Casamaccioli,20224,42.283200,8.982800,115
2B074,Casanova,20250,42.258900,9.150200,384
11071,Cascastel-des-Corbières,11360,42.977900,2.752100,212
66040,Casefabre,66130,42.615600,2.612700,44
84032,Caseneuve,84750,43.885900,5.483300,527
66041,Cases-de-Pène,66600,42.793100,2.777100,973
2B075,Casevecchie,20270,42.136800,9.367800,69
31109,Cassagnabère-Tournas,31420,43.229600,0.800800,468
48036,Cassagnas,48400,44.280300,3.729100,126
31110,Cassagne,31260,43.124200,0.992000,641
46061,Cassagnes,46700,44.564000,1.128500,172
66042,Cassagnes,66720,42.741500,2.626000,294
12057,Cassagnes-Bégonhès,12120,44.173800,2.517500,952
30071,Cassagnoles,30350,44.019000,4.125400,457
34054,Cassagnoles,34210,43.399400,2.599400,109
32075,Cassaigne,32100,43.903600,0.344000,225
11073,Cassaignes,11190,42.948000,2.294200,61
15029,Cassaniouze,15340,44.676100,2.382200,505
59135,Cassel,59670,50.791300,2.496200,2198
40068,Cassen,40380,43.757700,-0.867500,624
47049,Casseneuil,47440,44.446100,0.618900,2348
33102,Casseuil,33190,44.588100,-0.115700,363
47050,Cassignas,47340,44.300400,0.778800,127
13022,Cassis,13260,43.218500,5.550300,6661
44027,Casson,44390,47.392500,-1.548000,2605
12058,Cassuéjouls,12210,44.723300,2.811000,107
29025,Cast,29150,48.150100,-4.128800,1570
31111,Castagnac,31310,43.235200,1.345400,325
06034,Castagniers,06670,43.790000,7.229800,1666
31112,Castagnède,31260,43.051000,0.976500,172
64170,Castagnède,64270,43.455200,-0.970200,207
40069,Castaignos-Souslens,40700,43.586400,-0.645800,428
40070,Castandet,40270,43.812700,-0.358200,425
12059,Castanet,12240,44.288200,2.308500,533
81061,Castanet,81150,43.974500,2.037900,210
82029,Castanet,82160,44.259700,1.923300,264
31113,Castanet-Tolosan,31320,43.508300,1.506900,15317
34055,Castanet-le-Haut,34610,43.677100,2.950000,224
11075,Castans,11160,43.409800,2.489000,124
64171,Casteide-Cami,64170,43.425900,-0.526900,274
64172,Casteide-Candau,64370,43.524200,-0.557000,283
64173,Casteide-Doat,64460,43.377900,-0.012600,159
66043,Casteil,66820,42.503500,2.422900,139
40074,Castel-Sarrazin,40330,43.615400,-0.785900,559
65128,Castelbajac,65330,43.183800,0.356800,132
31114,Castelbiague,31160,43.033100,0.928400,234
47051,Castelculier,47240,44.190500,0.705100,2382
82030,Castelferrus,82100,44.008900,1.090600,488
46062,Castelfranc,46140,44.503000,1.218400,428
